,company_x,company_y;
558,Koninklijke Grolsch,Alliander;
559,Little Rocket,First Degree Fitness Europe BV;
"560,Little Rocket I Data & Digital Innovation,""Biometrics, identity, security""";
561,Little Rocket,Centraal Beheer;
562,Lions Clubs International,JEE-O International;
563,Saxion University of Applied Sciences,Stipter;
564,Little Rocket,MN;
565,Saxion University of Applied Sciences,[ NG.];
566,Little Rocket,NV ROVA Holding;
567,Little Rocket,ROC van Amsterdam;
568,Lions Clubs International,Fontys University of Applied Sciences;
569,Saxion University of Applied Sciences,Antagonist B.V.;
570,Lions Clubs International,Moneybird;
571,Koninklijke Grolsch,Logic4 business software;
572,Saxion University of Applied Sciences,Lekkerland Nederland B.V.;
573,Koninklijke Grolsch,Alten Nederland;
574,Saxion University of Applied Sciences,Vrije School De Vuurvogel;
575,Little Rocket I Data + digitale innovatie,Infotopics;
576,Little Rocket,SportTime;
577,Little Rocket | Data + digitale innovatie,Heutink Groep;
578,Lions Clubs International,Nederlands Heren Softbal Team;
579,Little Rocket,Landstede Groep;
580,Saxion University of Applied Sciences,Municipality of Oldebroek;
581,Lions Clubs International,Erik Franke Holding BV;
582,Little Rocket,Happy Idiots;
583,Little Rocket,PLUS Retail;
584,Koninklijke Grolsch,Volkswagen Pon Financial Services;
585,Saxion University of Applied Sciences,Censtudios;
586,Little Rocket I Data + digitale innovatie,Alfa-college;
587,Koninklijke Grolsch,Domino Printing;
588,Koninklijke Grolsch,Credit Suisse;
589,Little Rocket,TelTel.io;
590,Lions Clubs International,IntelliCrew;
591,Lions Clubs International,Kega;
592,Little Rocket,EuroDev;
593,Little Rocket,MSG;
594,Little Rocket,Tactus Verslavingszorg;
595,Little Rocket I Data & Digital Innovation,Peter van Buren Fotografie;
596,Little Rocket,Europastry Central Europe;
597,Saxion University of Applied Sciences,Welstee;
598,Little Rocket,Havezathe het Everloo;
599,Saxion University of Applied Sciences,University of Applied Sciences Utrecht;
600,Little Rocket,BeljonWesterterp B.V.;
601,Little Rocket | Data + digitale innovatie,KPN;
602,Little Rocket,SPRYG Real Estate Academy;
603,Lions Clubs International,HEINEKEN Out of Home;
604,Little Rocket I Data & Digital Innovation,Immigratie- en Naturalisatiedienst (IND);
605,Saxion University of Applied Sciences,University of Colorado Boulder;
606,Saxion University of Applied Sciences,Arko Sports Media / Pearson Education;
"607,Saxion University of Applied Sciences,""Saxion University of Applied Sciences, Enschede + Deventer""";
608,Koninklijke Grolsch,Vegeland BV;
609,Little Rocket I Data + digitale innovatie,Team ITG;
610,Little Rocket I Data & Digital Innovation,Visavi;
611,Little Rocket,Woningcorporatie Domijn;
612,little rocket,Kodea;
"613,Little Rocket,""AtMost and AtMostTV digital marketing, content marketing and social media engagement marketing""";
614,Little Rocket | Data + digitale innovatie,Saxion HBS;
615,Koninklijke Grolsch,Reclamebureau Everybody Likes Penguins;
616,Little Rocket,De Olie Oase;
617,Little Rocket,Digitalfood Food Factory;
618,Saxion University of Applied Sciences,Yorks College;
619,Saxion University of Applied Sciences,Malvern Panalytical;
620,Little Rocket,Adviescollege toetsing regeldruk;
621,Koninklijke Grolsch,Massimo Dutti;
622,Little Rocket,CopyRobin;
623,Little Rocket,Justitiële Informatiedienst (Justid);
624,Koninklijke Grolsch,Halsten legal.together;
625,Little Rocket I Data & Digital Innovation,InnoValor - ReadID;
626,Lions Clubs International,Sjiek Photo & Film;
627,Koninklijke Grolsch,Kunstcircuit;
628,Koninklijke Grolsch,Lighthouse Agency;
629,Little Rocket I Data & Digital Innovation,Epurple B.V.;
630,Little Rocket,Sqills;
631,Saxion University of Applied Sciences,Cloud Energy Optimizer;
632,Little Rocket,KinderThuisZorg & TienerThuisZorg;
633,Saxion University of Applied Sciences,TwiQel BV;
634,Little Rocket,PeryTUS IT Solutions;
635,Little Rocket,ROK Groep;
636,Little Rocket I Data & Digital Innovation,Hogeschool van Arnhem en Nijmegen (HAN);
637,Koninklijke Grolsch,FOOX Groothandel ;
638,little rocket,Limegreen;
639,Little Rocket,Fullflow;
640,Little Rocket,Cube;
641,Little Rocket I Data + digitale innovatie,Brouwerij de Stalen Piepe;
642,Little Rocket | Data + digitale innovatie,Green Orange digital marketing;
643,Saxion University of Applied Sciences,CeeCee Community;
644,Koninklijke Grolsch,Keune Haircosmetics;
645,Saxion University of Applied Sciences,gemeente Berkellan;
646,Koninklijke Grolsch,The Simply Good Foods Company;
647,Little Rocket,Grant Thornton Netherlands;
648,Little Rocket I Data + digitale innovatie,QWIC;
649,Little Rocket | Data + digitale innovatie,Helon Huid- en Laserkliniek Oost Nederland;
650,Little Rocket I Data & Digital Innovation,Takeaway.com;
651,Little Rocket,Coty Prestige;
652,Little Rocket,Carbon Collectors;
653,Saxion University of Applied Sciences,Peculiar Planets;
654,Little Rocket | Data + digitale innovatie,Quik;
655,Little Rocket,Aeres.nl;
656,Little Rocket,Kompetens;
657,Koninklijke Grolsch,Hemink Groep B.V.;
658,Koninklijke Grolsch,ADVIKON BV;
659,Lions Clubs International,Infinity Pharma;
660,Saxion University of Applied Sciences,Ryanair - Europe's Favourite Airline;
661,Saxion University of Applied Sciences,Gemeente Raalte;
662,Koninklijke Grolsch,Leqqr;
663,Saxion University of Applied Sciences,Baseflow;
664,Saxion University of Applied Sciences,West Chester University;
665,Koninklijke Grolsch,Commerzbank AG;
666,Lions Clubs International,Daisy Meekes;
667,Little Rocket,Eqib | The Human Factor;
668,Little Rocket,ICT Group;
669,Koninklijke Grolsch,Koninklijke Grolsch/Royal Grolsch/Asahi Europe Ltd;
670,little rocket,Green Orange digital marketing;
671,Little Rocket,Heisterkamp Transportation Solutions;
672,Little Rocket | Data + digitale innovatie,Van De Partij;
673,Lions Clubs International,Villara BV;
674,Little Rocket,Mitsubishi Forklift Trucks - Logisnext Benelux;
675,Koninklijke Grolsch,Koopjemobiel.nl;
676,Saxion University of Applied Sciences,gemeente Lochem;
677,Koninklijke Grolsch,De Duif Mode;
678,Little Rocket,RecruitMens;
"679,Lions Clubs International,""Verian, Veelzijdig in Zorg""";
680,Saxion University of Applied Sciences,Windesheim University of Applied Sciences;
681,Lions Clubs International,SCIEX;
682,Little Rocket,Columbus Junior;
683,Saxion University of Applied Sciences,Zorgalert - Slim organiseren van inval bij uitval;
684,Little Rocket,Hidden Champion b.v.;
685,Little Rocket I Data & Digital Innovation,Exxellence;
686,Little Rocket,CCV Shop;
687,Saxion University of Applied Sciences,border concepts GmbH;
688,Little Rocket I Data & Digital Innovation,FPC Veldzicht;
689,Saxion University of Applied Sciences,KZN B.V.;
690,Little Rocket,IamFluidics BV;
"691,Lions Clubs International,""Konot, Stichting voor katholiek Primair Onderwijs""";
692,Little Rocket,DutchChannels;
693,little rocket,Gemeente Hof van Twente;
694,Lions Clubs International,Remgro Web en ICT Oplossingen;
695,Little Rocket | Data + digitale innovatie,Balanz Facilitair;
696,Saxion University of Applied Sciences,Stimmt;
697,Koninklijke Grolsch,Quicken Organisatie Adviseurs - Specialisten in Samenwerken;
698,Saxion University of Applied Sciences,Research Centre Business Innovation - Rotterdam University of Applied Sciences;
699,Little Rocket,Twence;
700,Koninklijke Grolsch,Restaurant Kosie Enschede;
701,Koninklijke Grolsch,Open Social;
"702,Koninklijke Grolsch,""Okta, Inc.""";
703,Saxion University of Applied Sciences,web2work bv;
704,Saxion University of Applied Sciences,@KOMvierhetleven;
705,Saxion University of Applied Sciences,Onderwijsbegeleiding Oost Nederland;
706,Lions Clubs International,Heisterkamp Wijnkopers;
707,Koninklijke Grolsch,Jellyfish;
708,Lions Clubs International,Ministerie van Binnenlandse Zaken en Koninkrijksrelaties;
709,Lions Clubs International,MORE;
710,Little Rocket,Definition of Ready;
711,Little Rocket,Lifestyle Coach Plus;
712,Saxion University of Applied Sciences,Gemeente Midden-Drenthe;
713,Little Rocket,Strukton Rail;
714,Lions Clubs International,Koopman assurantien;
715,Lions Clubs International,UwRegioSupport;
716,Little Rocket,Odin Groep;
717,Koninklijke Grolsch,Schwan-STABILO Cosmetics GmbH & Co. KG;
718,Saxion University of Applied Sciences,Hogeschool Windesheim;
719,Little Rocket I Data & Digital Innovation,Xomnia;
720,Little Rocket I Data + digitale innovatie,Othmar Decorations BV;
721,Little Rocket,Hubs;
722,Little Rocket,Pindrop B.V.;
723,Saxion University of Applied Sciences,Woonbedrijf ieder1;
724,Little Rocket,Het Erasmus;
725,Lions Clubs International,De Kroon;
726,Saxion University of Applied Sciences,Flying Tiger the Netherlands;
727,Little Rocket,Label A;
728,Saxion University of Applied Sciences,Pixelpillow;
729,Koninklijke Grolsch,Stampix - Loyalty & Engagement Solutions;
730,Little Rocket,lulof / experts in gedrukte communicatie;
731,Saxion University of Applied Sciences,Kloostermagazine.nl;
732,Koninklijke Grolsch,AAK (via QTC Recruitment);
733,Little Rocket I Data & Digital Innovation,PeterWM Janssen PSA;
734,Saxion University of Applied Sciences,INFO - business innovation partner;
735,Lions Clubs International,at.groep;
736,Little Rocket,HELD Personal Training;
737,Little Rocket | Data + digitale innovatie,Van der Valk Hotel Hengelo;
738,Saxion University of Applied Sciences,Bookunited.com;
739,Lions Clubs International,KWF Kankerbestrijding;
740,Little Rocket,PurpleHRM;
741,Little Rocket | Data + digitale innovatie,Rabobank;
742,Lions Clubs International,Twinsense Online Brand Excitement;
743,Saxion University of Applied Sciences,MKBPlein;
744,Saxion University of Applied Sciences,EP:;
745,Little Rocket | Data + digitale innovatie,Transavia;
746,Little Rocket,Sailboard;
747,Koninklijke Grolsch,PingCloud BV;
748,Little Rocket,ING;
749,Lions Clubs International,BMC Switzerland;
750,Koninklijke Grolsch,Bayerische Hausbau GmbH & Co. KG;
751,Little Rocket,Djoser;
752,Little Rocket I Data + digitale innovatie,SumUp;
753,Little Rocket,FundR;
754,Koninklijke Grolsch,Flatland Visual Thinking;
755,Lions Clubs International,Parker Hannifin;
756,Lions Clubs International,AVIA Weghorst;
757,little rocket,Van der Valk Hotel Hengelo;
758,Little Rocket,SnijCo Advies;
759,Little Rocket,Big Gym;
760,Koninklijke Grolsch,RTV Media;
761,Saxion University of Applied Sciences,bee smart city;
762,Lions Clubs International,ABN AMRO Bank N.V.;
763,Lions Clubs International,AdCase (De ideale zorgwereld);
764,Saxion University of Applied Sciences,Saxion - Academie Life Science Engineering & Design;
765,Koninklijke Grolsch,Refreshworks;
766,Lions Clubs International,Zuivelhoeve Oldenzaal;
767,Koninklijke Grolsch,Makro Kerstpakketten;
768,Lions Clubs International,Bis People;
769,Little Rocket,In Person;
770,Saxion University of Applied Sciences,Sportaal;
771,Little Rocket | Data + digitale innovatie,Euverman & Nuyts;
772,Saxion University of Applied Sciences,Damen Shiprepair & Conversion;
773,Koninklijke Grolsch,HAMBURG INSTITUT;
774,Little Rocket,Randstad Nederland;
775,Saxion University of Applied Sciences,Marotura & Marotura GmbH;
776,Lions Clubs International,Templafy;
777,Saxion University of Applied Sciences,PCBO Apeldoorn;
778,Little Rocket I Data + digitale innovatie,Hystorische vereniging de Dreemarken;
779,Saxion University of Applied Sciences,Kennispunt Twente;
780,Little Rocket I Data & Digital Innovation,Arriva Nederland;
781,Lions Clubs International,Nederlandse Spoorwegen;
782,Little Rocket,Rev4 Data Science Recruitment;
783,Little Rocket I Data + digitale innovatie,Adwise - Your Digital Brain;
784,Saxion University of Applied Sciences,Gemeente Apeldoorn;
785,Little Rocket,Cegeka;
786,Saxion University of Applied Sciences,DifferIT B.V.;
787,Little Rocket,Lageweg-Automotive;
788,Lions Clubs International,Gerba Shoes B.V. | Safety Shoes | PBM;
789,Little Rocket,Flavourite Wine;
790,Little Rocket I Data & Digital Innovation,Dynobend BV;
791,Little Rocket,Trendata - Real Life Market Analytics™;
792,Little Rocket,Ellab - Validation Solutions;
793,Koninklijke Grolsch,Hamilton Bright;
794,Saxion University of Applied Sciences,de Alliantie;
795,Saxion University of Applied Sciences,Programma Mens Centraal;
796,Saxion University of Applied Sciences,De Zalige Zalm;
797,Little Rocket,Pegamento;
798,Koninklijke Grolsch,Wendy de Wit ;
799,Little Rocket,SMA TRANSPORT;
800,Lions Clubs International,TU Delft;
"801,Little Rocket I Data + digitale innovatie,""Darex, LLC""";
"802,Lions Clubs International,""Roessingh, Centrum voor Revalidatie""";
803,Koninklijke Grolsch,Seasogood - the good seafood;
804,Little Rocket,E.ON Digital Technology;
805,Little Rocket,Chaletamur.com;
806,Little Rocket,Elazorg ;
807,Little Rocket,Aegon;
808,Little Rocket,XIP;
809,Little Rocket,DE SALON by Esther;
810,Koninklijke Grolsch,Marketing4Results;
811,Saxion University of Applied Sciences,Ministerie van Financiën;
812,Koninklijke Grolsch,Salesforce;
813,Koninklijke Grolsch,Dynamicweb;
814,Koninklijke Grolsch,academy of a private investor ;
815,Little Rocket,Virtuagym;
816,Little Rocket I Data + digitale innovatie,KPMG;
817,Koninklijke Grolsch,Hunters Group;
818,Little Rocket I Data & Digital Innovation,Axilium;
819,Lions Clubs International,Stichting MKB Financiering;
820,Koninklijke Grolsch,Molson Coors Beverage Company;
821,Lions Clubs International,De Monnik Dranken;
822,Koninklijke Grolsch,Malvern Panalytical;
823,Little Rocket,de Campertrek;
824,Saxion University of Applied Sciences,BAS;
825,Lions Clubs International,Oberon Amsterdam;
826,Little Rocket,Freedom Internet;
827,Koninklijke Grolsch,Tuur Training | Coaching;
828,Little Rocket,De Helper;
829,Little Rocket I Data + digitale innovatie,Sunspa Benelux;
830,Saxion University of Applied Sciences,VVA-informatisering;
831,Saxion University of Applied Sciences,Metropool | Poppodia van Twente;
832,Little Rocket,Giesbers Retail;
833,Little Rocket I Data + digitale innovatie,Carel Lurvink B.V.;
834,Little Rocket | Data + digitale innovatie,Entrepeneur;
835,Saxion University of Applied Sciences,Mitopics;
836,Saxion University of Applied Sciences,Legtenberg & Laport;
837,Little Rocket | Data + digitale innovatie,Contict;
838,Little Rocket,Prestige Football Academy;
839,Lions Clubs International,Rabobank Twente Oost;
840,Little Rocket,Nedap Retail;
841,Little Rocket,gemeente Oldenzaal;
842,Saxion University of Applied Sciences,D66 Rotterdam;
843,Little Rocket,BDKC Growth Designers;
844,Little Rocket,Carinova;
845,Saxion University of Applied Sciences,NWO (Dutch Research Council);
846,Lions Clubs International,Trioliet;
847,Little Rocket,Equalture;
848,Lions Clubs International,GoDataDriven;
849,Little Rocket,Saxenburgh Groep;
850,Little Rocket,Nedap;
851,Little Rocket,Comafin Groep B.V.;
852,Lions Clubs International,Humankind Kinderopvang En Ontwikkeling;
853,Lions Clubs International,Doop;
854,Saxion University of Applied Sciences,Centralpoint;
855,Saxion University of Applied Sciences,Buurman & Buurman Asbestinventarisatie;
856,Little Rocket,outsourcing4work GmbH;
857,Little Rocket,24sessions;
858,Little Rocket,GlobalOrange;
859,Little Rocket,Juiste Voeding;
860,Little Rocket,strategisch ontwerpbureau INC;
861,Little Rocket I Data & Digital Innovation,Dell Bank International d.a.c.;
862,Saxion University of Applied Sciences,Werkplein Twente;
863,Lions Clubs International,Johnson & Johnson;
864,little rocket,Contict;
865,Koninklijke Grolsch,Baseflow;
866,Lions Clubs International,Buro feel™ | visuele concepten;
867,Little Rocket,Dynteq | ontwikkelaars van vooruitgang;
868,Lions Clubs International,Meubelmarkt Oldenzaal;
869,Little Rocket,Siemens Nederland N.V.;
870,Little Rocket,Figrs | Rely on facts and figrs;
871,Saxion University of Applied Sciences,DriveTime;
872,Koninklijke Grolsch,Uzin Utz Nederland bv;
873,Little Rocket,Jumper Enschede;
874,Little Rocket,De Woonplaats;
875,Koninklijke Grolsch,RevelX;
876,Little Rocket,Gladior | Data Driven Digital Marketing;
877,Saxion University of Applied Sciences,Nomita GmbH;
878,Koninklijke Grolsch,Bannerflow;
879,Koninklijke Grolsch,Bloomreach;
880,Little Rocket,Bakker Bedrijfswagens;
881,Saxion University of Applied Sciences,KulturhusBorne & buro UPP;
882,Lions Clubs International,Leen Bakker;
883,Saxion University of Applied Sciences,Veneta.com;
884,Little Rocket,Cogas;
885,Saxion University of Applied Sciences,VNG (Vereniging van Nederlandse Gemeenten);
886,Koninklijke Grolsch,De Klok Dranken;
887,Little Rocket I Data & Digital Innovation,ContactMakerz;
888,Little Rocket,Zorghuis Twente;
889,Little Rocket,INC strategisch ontwerpbureau;
890,Koninklijke Grolsch,Innovadis B.V.;
891,Little Rocket,Google;
892,Koninklijke Grolsch,Hotel Restaurant Herikerberg;
893,Saxion University of Applied Sciences,Greenhouse;
894,Lions Clubs International,Tronex BV;
895,Little Rocket,Feel the Breeze;
896,Koninklijke Grolsch,DeepL;
897,Little Rocket,Ordina;
898,Koninklijke Grolsch,Kneppelhout;
899,Lions Clubs International,Snelder Zijlstra Bedrijfsmakelaars;
